id,category,subcategory,difficulty,question,expected_answer,constraint_complexity,constraint_priority,anchor_topic,pair_id,failure_mode,isolation_rationale,analysis_scope
209,compliance_tier3,count_length_order,easy,"Provide exactly 5 European capital cities, each in under 5 words, in alphabetical order.",COUNT=5|MAX_WORDS=5|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
210,compliance_tier3,count_length_order,easy,"List exactly 4 common fruits, each in under 4 words, in alphabetical order.",COUNT=4|MAX_WORDS=4|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
211,compliance_tier3,count_length_order,easy,"Identify exactly 4 musical instruments, each in under 4 words, in alphabetical order.",COUNT=4|MAX_WORDS=4|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
212,compliance_tier3,count_length_order,easy,"Enumerate exactly 4 continents, each in under 4 words, in alphabetical order.",COUNT=4|MAX_WORDS=4|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
213,compliance_tier3,count_length_order,easy,"List exactly 4 common pets, each in under 4 words, in alphabetical order.",COUNT=4|MAX_WORDS=4|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
214,compliance_tier3,count_length_order,medium,"Specify exactly 4 Asian capital cities, each in under 5 words, in alphabetical order.",COUNT=4|MAX_WORDS=5|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
215,compliance_tier3,count_length_order,medium,"Give exactly 4 Renaissance painters, each in under 6 words, in alphabetical order.",COUNT=4|MAX_WORDS=6|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
216,compliance_tier3,count_length_order,medium,"List exactly 3 schools of psychology, each in under 7 words, in alphabetical order.",COUNT=3|MAX_WORDS=7|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
217,compliance_tier3,count_length_order,medium,"State exactly 4 classical composers, each in under 6 words, in alphabetical order.",COUNT=4|MAX_WORDS=6|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
218,compliance_tier3,count_length_order,medium,"Outline exactly 4 major rivers, each in under 5 words, in alphabetical order.",COUNT=4|MAX_WORDS=5|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
219,compliance_tier3,count_length_order,medium,"List exactly 4 common ML frameworks, each in under 5 words, in alphabetical order.",COUNT=4|MAX_WORDS=5|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
220,compliance_tier3,count_length_order,hard,"Name exactly 3 axioms of ZFC set theory, each in under 7 words, in alphabetical order.",COUNT=3|MAX_WORDS=7|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
221,compliance_tier3,count_length_order,hard,"Provide exactly 3 major topological invariants, each in under 7 words, in alphabetical order.",COUNT=3|MAX_WORDS=7|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
222,compliance_tier3,count_length_order,hard,"List exactly 3 schools of jurisprudence, each in under 7 words, in alphabetical order.",COUNT=3|MAX_WORDS=7|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
223,compliance_tier3,count_length_order,hard,"Identify exactly 3 biochemical pathways, each in under 6 words, in alphabetical order.",COUNT=3|MAX_WORDS=6|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
224,compliance_tier3,count_length_order,hard,"Enumerate exactly 3 subfields of theoretical linguistics, each in under 7 words, in alphabetical order.",COUNT=3|MAX_WORDS=7|ORDER=alphabetical,tier3,strict,,,compliance,COUNT+MAX_WORDS+ORDER; tests memory + length,primary
225,compliance_tier3,count_sentences_format,easy,List exactly 3 benefits of regular reading. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
226,compliance_tier3,count_sentences_format,easy,Specify exactly 4 characteristics of mammals. Each item must be exactly 1 sentence. Format as a numbered list.,COUNT=4|SENTENCES=1|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
227,compliance_tier3,count_sentences_format,easy,Give exactly 3 uses of solar panels. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
228,compliance_tier3,count_sentences_format,easy,List exactly 4 advantages of cycling. Each item must be exactly 1 sentence. Format as a bullet list.,COUNT=4|SENTENCES=1|FORMAT=bullet_list_newline,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
229,compliance_tier3,count_sentences_format,easy,State exactly 3 properties of pure water. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
230,compliance_tier3,count_sentences_format,medium,Outline exactly 3 benefits of bilingual education. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
231,compliance_tier3,count_sentences_format,medium,List exactly 3 drawbacks of fast fashion. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
232,compliance_tier3,count_sentences_format,medium,Name exactly 3 benefits of microservice architecture. Each item must be exactly 2 sentences. Format as a bullet list.,COUNT=3|SENTENCES=2|FORMAT=bullet_list_newline,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
233,compliance_tier3,count_sentences_format,medium,Provide exactly 4 functions of human hormones. Each item must be exactly 1 sentence. Format as a numbered list.,COUNT=4|SENTENCES=1|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
234,compliance_tier3,count_sentences_format,medium,List exactly 3 properties of magnetic fields. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
235,compliance_tier3,count_sentences_format,medium,Identify exactly 3 roles of judicial review. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
236,compliance_tier3,count_sentences_format,hard,Enumerate exactly 3 properties of topological spaces. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
237,compliance_tier3,count_sentences_format,hard,List exactly 3 arguments against substance dualism. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
238,compliance_tier3,count_sentences_format,hard,Specify exactly 3 properties of cryptographic hash functions. Each item must be exactly 2 sentences. Format as a bullet list.,COUNT=3|SENTENCES=2|FORMAT=bullet_list_newline,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
239,compliance_tier3,count_sentences_format,hard,Give exactly 3 arguments for moral realism. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
240,compliance_tier3,count_sentences_format,hard,List exactly 3 properties of formal grammars. Each item must be exactly 2 sentences. Format as a numbered list.,COUNT=3|SENTENCES=2|FORMAT=numbered_list,tier3,strict,,,compliance,COUNT+SENTENCES+FORMAT; tests precise sentence count,primary
241,compliance_tier4,count_format_forbidden_style,easy,"State exactly 4 summer holiday activities, formatted as a numbered list, without using the word 'beach', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=beach|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
242,compliance_tier4,count_format_forbidden_style,easy,"Outline exactly 4 breakfast foods, formatted as a numbered list, without using the word 'eggs', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=eggs|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
243,compliance_tier4,count_format_forbidden_style,easy,"List exactly 3 common board games, formatted as a numbered list, without using the word 'chess', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=chess|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
244,compliance_tier4,count_format_forbidden_style,easy,"Name exactly 4 travel destinations in Europe, formatted as a bullet list, without using the word 'Paris', in a formal register.",COUNT=4|FORMAT=bullet_list_newline|FORBIDDEN=Paris|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
245,compliance_tier4,count_format_forbidden_style,easy,"Provide exactly 4 common pet activities, formatted as a numbered list, without using the word 'walk', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=walk|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
246,compliance_tier4,count_format_forbidden_style,easy,"List exactly 4 common kitchen tools, formatted as a numbered list, without using the word 'knife', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=knife|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
247,compliance_tier4,count_format_forbidden_style,medium,"Identify exactly 4 movements in modern art, formatted as a numbered list, without using the word 'Picasso', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=Picasso|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
248,compliance_tier4,count_format_forbidden_style,medium,"Enumerate exactly 4 voting systems, formatted as a numbered list, without using the word 'majority', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=majority|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
249,compliance_tier4,count_format_forbidden_style,medium,"List exactly 4 common ML model architectures, formatted as a bullet list, without using the word 'neural', in a formal register.",COUNT=4|FORMAT=bullet_list_newline|FORBIDDEN=neural|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
250,compliance_tier4,count_format_forbidden_style,medium,"Specify exactly 3 schools of clinical psychology, formatted as a numbered list, without using the word 'Freud', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=Freud|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
251,compliance_tier4,count_format_forbidden_style,medium,"Give exactly 4 common social platforms, formatted as a numbered list, without using the word 'Twitter', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=Twitter|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
252,compliance_tier4,count_format_forbidden_style,medium,"List exactly 3 common Indian classical dances, formatted as a bullet list, without using the word 'Bharatanatyam', in a formal register.",COUNT=3|FORMAT=bullet_list_newline|FORBIDDEN=Bharatanatyam|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
253,compliance_tier4,count_format_forbidden_style,medium,"State exactly 4 historical revolutions, formatted as a numbered list, without using the word 'French', in a formal register.",COUNT=4|FORMAT=numbered_list|FORBIDDEN=French|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
254,compliance_tier4,count_format_forbidden_style,hard,"Outline exactly 3 axioms of choice in set theory, formatted as a numbered list, without using the word 'choice', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=choice|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
255,compliance_tier4,count_format_forbidden_style,hard,"List exactly 3 major schools of jurisprudence, formatted as a bullet list, without using the word 'positivism', in a formal register.",COUNT=3|FORMAT=bullet_list_newline|FORBIDDEN=positivism|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
256,compliance_tier4,count_format_forbidden_style,hard,"Name exactly 3 proof techniques in mathematics, formatted as a numbered list, without using the word 'induction', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=induction|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
257,compliance_tier4,count_format_forbidden_style,hard,"Provide exactly 3 major topological invariants, formatted as a numbered list, without using the word 'homotopy', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=homotopy|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
258,compliance_tier4,count_format_forbidden_style,hard,"List exactly 3 schools of analytic philosophy, formatted as a numbered list, without using the word 'Wittgenstein', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=Wittgenstein|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
259,compliance_tier4,count_format_forbidden_style,hard,"Identify exactly 3 heterodox economic theories, formatted as a bullet list, without using the word 'Marxist', in a formal register.",COUNT=3|FORMAT=bullet_list_newline|FORBIDDEN=Marxist|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
260,compliance_tier4,count_format_forbidden_style,hard,"Enumerate exactly 3 major modal logics, formatted as a numbered list, without using the word 'modal', in a formal register.",COUNT=3|FORMAT=numbered_list|FORBIDDEN=modal|STYLE=formal,tier4,strict,,,compliance,COUNT+FORMAT+FORBIDDEN+STYLE; tests register compliance,primary
261,compliance_tier4,count_length_format_forbidden,easy,"Name exactly 4 benefits of regular physical exercise, each in under 8 words, formatted as a numbered list, without using the word 'health'.",COUNT=4|MAX_WORDS=8|FORMAT=numbered_list|FORBIDDEN=health,tier4,strict,exercise,anchor_exercise_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
262,compliance_tier4,count_length_format_forbidden,easy,"Provide exactly 3 effects of daily meditation practice, each in under 9 words, formatted as a numbered list, without using the word 'stress'.",COUNT=3|MAX_WORDS=9|FORMAT=numbered_list|FORBIDDEN=stress,tier4,strict,meditation,anchor_meditation_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
263,compliance_tier4,count_length_format_forbidden,medium,"Identify exactly 4 consequences of climate change, each in under 9 words, formatted as a numbered list, without using the word 'temperature'.",COUNT=4|MAX_WORDS=9|FORMAT=numbered_list|FORBIDDEN=temperature,tier4,strict,climate,anchor_climate_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
264,compliance_tier4,count_length_format_forbidden,easy,"Enumerate exactly 4 forms of renewable energy generation, each in under 7 words, formatted as a numbered list, without using the word 'solar'.",COUNT=4|MAX_WORDS=7|FORMAT=numbered_list|FORBIDDEN=solar,tier4,strict,renewable,anchor_renewable_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
265,compliance_tier4,count_length_format_forbidden,medium,"Specify exactly 4 programming languages used in industry, each in under 6 words, formatted as a numbered list, without using the word 'Python'.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|FORBIDDEN=Python,tier4,strict,proglang,anchor_proglang_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
266,compliance_tier4,count_length_format_forbidden,easy,"Give exactly 5 capital cities of European nations, each in under 5 words, formatted as a numbered list, without using the word 'Paris'.",COUNT=5|MAX_WORDS=5|FORMAT=numbered_list|FORBIDDEN=Paris,tier4,strict,eurocaps,anchor_eurocaps_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
267,compliance_tier4,count_length_format_forbidden,medium,"State exactly 4 ancient civilisations from world history, each in under 7 words, formatted as a numbered list, without using the word 'Roman'.",COUNT=4|MAX_WORDS=7|FORMAT=numbered_list|FORBIDDEN=Roman,tier4,strict,civilisations,anchor_civilisations_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
268,compliance_tier4,count_length_format_forbidden,medium,"Outline exactly 4 distinct music genres, each in under 6 words, formatted as a numbered list, without using the word 'rock'.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|FORBIDDEN=rock,tier4,strict,musicgenres,anchor_musicgenres_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
269,compliance_tier4,count_length_format_forbidden,easy,"Name exactly 4 fundamental cooking techniques, each in under 6 words, formatted as a numbered list, without using the word 'frying'.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|FORBIDDEN=frying,tier4,strict,cooking,anchor_cooking_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
270,compliance_tier4,count_length_format_forbidden,hard,"Provide exactly 4 well-documented psychological biases, each in under 8 words, formatted as a numbered list, without using the word 'confirmation'.",COUNT=4|MAX_WORDS=8|FORMAT=numbered_list|FORBIDDEN=confirmation,tier4,strict,biases,anchor_biases_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
271,compliance_tier4,count_length_format_forbidden,medium,"Identify exactly 3 milestones in human space exploration, each in under 10 words, formatted as a numbered list, without using the word 'rocket'.",COUNT=3|MAX_WORDS=10|FORMAT=numbered_list|FORBIDDEN=rocket,tier4,strict,space,anchor_space_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
272,compliance_tier4,count_length_format_forbidden,medium,"Enumerate exactly 4 scientists who shaped modern thought, each in under 7 words, formatted as a numbered list, without using the word 'Einstein'.",COUNT=4|MAX_WORDS=7|FORMAT=numbered_list|FORBIDDEN=Einstein,tier4,strict,scientists,anchor_scientists_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
273,compliance_tier4,count_length_format_forbidden,hard,"Specify exactly 3 economic systems studied in macroeconomics, each in under 9 words, formatted as a numbered list, without using the word 'capitalism'.",COUNT=3|MAX_WORDS=9|FORMAT=numbered_list|FORBIDDEN=capitalism,tier4,strict,economic,anchor_economic_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
274,compliance_tier4,count_length_format_forbidden,hard,"Give exactly 4 major literary movements, each in under 7 words, formatted as a numbered list, without using the word 'modernism'.",COUNT=4|MAX_WORDS=7|FORMAT=numbered_list|FORBIDDEN=modernism,tier4,strict,literary,anchor_literary_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
275,compliance_tier4,count_length_format_forbidden,hard,"State exactly 4 architectural styles from history, each in under 7 words, formatted as a numbered list, without using the word 'Gothic'.",COUNT=4|MAX_WORDS=7|FORMAT=numbered_list|FORBIDDEN=Gothic,tier4,strict,architecture,anchor_architecture_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
276,compliance_tier4,count_length_format_forbidden,hard,"Outline exactly 3 drivers of biodiversity loss, each in under 10 words, formatted as a numbered list, without using the word 'habitat'.",COUNT=3|MAX_WORDS=10|FORMAT=numbered_list|FORBIDDEN=habitat,tier4,strict,biodiversity,anchor_biodiversity_t4,compliance,Adds FORBIDDEN; isolates lexical constraint against tier3 baseline,primary
277,compliance_tier4,count_length_format_forbidden,easy,"List exactly 4 common pet activities, each in under 6 words, formatted as a numbered list, without using the word 'walk'.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|FORBIDDEN=walk,tier4,strict,,,compliance,Four-dimension compliance with non-anchor topic,primary
278,compliance_tier4,count_length_format_forbidden,medium,"Specify exactly 4 common database operations, each in under 6 words, formatted as a numbered list, without using the word 'SELECT'.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|FORBIDDEN=SELECT,tier4,strict,,,compliance,Four-dimension compliance with non-anchor topic,primary
279,compliance_tier4,count_length_format_forbidden,hard,"Give exactly 3 axioms of probability, each in under 8 words, formatted as a numbered list, without using the word 'sigma'.",COUNT=3|MAX_WORDS=8|FORMAT=numbered_list|FORBIDDEN=sigma,tier4,strict,,,compliance,Four-dimension compliance with non-anchor topic,primary
280,compliance_tier4,count_length_format_forbidden,hard,"List exactly 3 schools of jurisprudence, each in under 8 words, formatted as a numbered list, without using the word 'positivism'.",COUNT=3|MAX_WORDS=8|FORMAT=numbered_list|FORBIDDEN=positivism,tier4,strict,,,compliance,Four-dimension compliance with non-anchor topic,primary
281,compliance_tier4,count_length_format_order,easy,"State exactly 4 European capital cities, each in under 5 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
282,compliance_tier4,count_length_format_order,easy,"Outline exactly 4 common fruits, each in under 4 words, formatted as a bullet list, in alphabetical order.",COUNT=4|MAX_WORDS=4|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
283,compliance_tier4,count_length_format_order,easy,"List exactly 4 continents, each in under 4 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=4|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
284,compliance_tier4,count_length_format_order,easy,"Name exactly 4 common pets, each in under 4 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=4|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
285,compliance_tier4,count_length_format_order,easy,"Provide exactly 4 musical instruments, each in under 4 words, formatted as a bullet list, in alphabetical order.",COUNT=4|MAX_WORDS=4|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
286,compliance_tier4,count_length_format_order,easy,"List exactly 4 classical Greek philosophers, each in under 5 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
287,compliance_tier4,count_length_format_order,easy,"Identify exactly 4 Asian countries, each in under 5 words, formatted as a bullet list, in alphabetical order.",COUNT=4|MAX_WORDS=5|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
288,compliance_tier4,count_length_format_order,medium,"Enumerate exactly 4 common ML frameworks, each in under 5 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
289,compliance_tier4,count_length_format_order,medium,"List exactly 4 Renaissance painters, each in under 6 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
290,compliance_tier4,count_length_format_order,medium,"Specify exactly 4 major rivers, each in under 5 words, formatted as a bullet list, in alphabetical order.",COUNT=4|MAX_WORDS=5|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
291,compliance_tier4,count_length_format_order,medium,"Give exactly 3 common database paradigms, each in under 6 words, formatted as a numbered list, in alphabetical order.",COUNT=3|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
292,compliance_tier4,count_length_format_order,medium,"List exactly 4 common voting systems, each in under 6 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
293,compliance_tier4,count_length_format_order,medium,"State exactly 4 classical composers, each in under 5 words, formatted as a numbered list, in alphabetical order.",COUNT=4|MAX_WORDS=5|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
294,compliance_tier4,count_length_format_order,medium,"Outline exactly 4 major Indian states, each in under 6 words, formatted as a bullet list, in alphabetical order.",COUNT=4|MAX_WORDS=6|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
295,compliance_tier4,count_length_format_order,hard,"List exactly 3 axioms of set theory, each in under 7 words, formatted as a numbered list, in alphabetical order.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
296,compliance_tier4,count_length_format_order,hard,"Name exactly 3 proof techniques in mathematics, each in under 6 words, formatted as a numbered list, in alphabetical order.",COUNT=3|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
297,compliance_tier4,count_length_format_order,hard,"Provide exactly 3 major topological invariants, each in under 7 words, formatted as a bullet list, in alphabetical order.",COUNT=3|MAX_WORDS=7|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
298,compliance_tier4,count_length_format_order,hard,"List exactly 3 biochemical pathways, each in under 6 words, formatted as a numbered list, in alphabetical order.",COUNT=3|MAX_WORDS=6|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
299,compliance_tier4,count_length_format_order,hard,"Identify exactly 3 schools of analytic philosophy, each in under 7 words, formatted as a numbered list, in alphabetical order.",COUNT=3|MAX_WORDS=7|FORMAT=numbered_list|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
300,compliance_tier4,count_length_format_order,hard,"Enumerate exactly 3 subfields of theoretical linguistics, each in under 7 words, formatted as a bullet list, in alphabetical order.",COUNT=3|MAX_WORDS=7|FORMAT=bullet_list_newline|ORDER=alphabetical,tier4,strict,,,compliance,Four-dim with ordering instead of forbidden,primary
301,compliance_tier4,count_length_sentences_format,easy,List exactly 3 benefits of cycling. Each must be exactly 2 sentences and under 22 words. Format as a numbered list.,COUNT=3|SENTENCES=2|MAX_WORDS=22|FORMAT=numbered_list,tier4,strict,,,compliance,COUNT+SENTENCES+MAX_WORDS+FORMAT; sentence and word both constrained,primary
302,compliance_tier4,count_length_sentences_format,easy,Specify exactly 4 features of mammals. Each must be exactly 1 sentence and under 12 words. Format as a bullet list.,COUNT=4|SENTENCES=1|MAX_WORDS=12|FORMAT=bullet_list_newline,tier4,strict,,,compliance,COUNT+SENTENCES+MAX_WORDS+FORMAT; sentence and word both constrained,primary
